state,district,latitude,longitude,region_id
Assam,Tamulpur,27.04602,90.93621,2
Assam,Tamulpur,24.21397,90.04192,4
Assam,Tamulpur,26.54168,91.56649,2
Assam,Tamulpur,25.02182,91.94801,4
Assam,Tamulpur,24.78458,93.18999,1
Assam,Tamulpur,27.23601,93.14116,3
Assam,Tamulpur,27.79246,92.42492,2
Assam,Tamulpur,28.29609,94.3902,3
Assam,Tamulpur,27.56102,94.05042,3
Assam,Tamulpur,25.75618,91.59478,4
Assam,Tamulpur,24.88979,89.76472,4
Assam,Tamulpur,25.60267,92.2708,4
Assam,Tamulpur,24.98455,95.3224,1
Assam,Tamulpur,27.67678,91.56917,2
Assam,Tamulpur,27.53137,92.65615,2
Assam,Tamulpur,24.60552,94.45518,1
Assam,Tamulpur,25.70289,90.98797,4
Assam,Tamulpur,26.34027,94.5468,3
Assam,Tamulpur,27.86514,89.69902,2
Assam,Tamulpur,25.79716,92.65421,4
Assam,Tamulpur,27.20439,94.21706,3
Assam,Tamulpur,26.66285,93.83948,3
Assam,Tamulpur,25.07872,94.42926,1
Assam,Tamulpur,24.15895,92.0538,4
Assam,Tamulpur,26.40438,92.61834,2
Assam,Tamulpur,24.83971,95.14175,1
Assam,Tamulpur,26.1304,93.77709,1
Assam,Tamulpur,25.98043,89.72516,2
Assam,Tamulpur,28.0205,94.79039,3
Assam,Tamulpur,26.71185,89.90394,2
Assam,Tamulpur,27.59214,94.124,3
Assam,Tamulpur,26.08876,93.00044,1
Assam,Tamulpur,24.55323,92.05937,4
Assam,Tamulpur,25.79372,89.83453,4
Assam,Tamulpur,24.80712,90.78151,4
Assam,Tamulpur,28.07887,95.05226,3
Assam,Tamulpur,25.45638,95.85436,1
Assam,Tamulpur,26.42572,92.25163,2
Assam,Tamulpur,28.28854,90.34071,2
Assam,Tamulpur,24.30784,91.96103,4
Assam,Tamulpur,24.16138,92.26164,4
Assam,Tamulpur,24.12497,94.5961,1
Assam,Tamulpur,26.23235,92.42046,4
Assam,Tamulpur,24.56391,94.90071,1
Assam,Tamulpur,27.57862,89.89995,2
Assam,Tamulpur,24.99114,93.45305,1
Assam,Tamulpur,27.96874,92.3836,2
Assam,Tamulpur,25.3265,90.70292,4
Assam,Tamulpur,27.71728,94.83593,3
Assam,Tamulpur,25.73477,94.10853,1
Assam,Tamulpur,25.84234,93.91928,1
Assam,Tamulpur,24.97112,94.27564,1
Assam,Tamulpur,26.41723,95.36682,3
Assam,Tamulpur,24.63788,91.37306,4
Assam,Tamulpur,25.24773,94.78055,1
Assam,Tamulpur,26.30013,92.13359,2
Assam,Tamulpur,24.60781,91.69785,4
Assam,Tamulpur,27.01515,89.66192,2
Assam,Tamulpur,27.15142,90.78139,2
Assam,Tamulpur,25.30354,94.24902,1
Assam,Tamulpur,26.47852,92.212,2
Assam,Tamulpur,25.25675,93.82949,1
Assam,Tamulpur,25.98561,92.37525,4
Assam,Tamulpur,28.02978,90.00726,2
Assam,Tamulpur,24.19426,90.96152,4
Assam,Tamulpur,25.35095,91.39948,4
Assam,Tamulpur,25.71137,89.7439,4
Assam,Tamulpur,25.25102,90.62434,4
Assam,Tamulpur,26.71688,91.70957,2
Assam,Tamulpur,25.97776,90.35854,4
Assam,Tamulpur,26.46109,92.84044,3
Assam,Tamulpur,24.72998,92.3762,4
Assam,Tamulpur,25.66488,93.81675,1
Assam,Tamulpur,26.63941,91.99313,2
Assam,Tamulpur,26.51562,93.40378,3
Assam,Tamulpur,25.82119,95.80243,1
Assam,Tamulpur,25.7667,95.86602,1
Assam,Tamulpur,24.52748,95.14523,1
Assam,Tamulpur,25.37827,94.15711,1
Assam,Tamulpur,27.16967,91.66998,2
Assam,Tamulpur,26.96397,94.84242,3
Assam,Tamulpur,24.91683,90.33899,4
Assam,Tamulpur,25.40651,93.67617,1
Assam,Tamulpur,26.75392,92.02955,2
Assam,Tamulpur,24.74127,91.90406,4
Assam,Tamulpur,25.88941,93.3607,1
Assam,Tamulpur,24.83078,92.25501,4
Assam,Tamulpur,27.30787,91.27858,2
Assam,Tamulpur,26.99929,90.4151,2
Assam,Tamulpur,27.23861,91.10692,2
Assam,Tamulpur,25.87365,91.04136,4
Assam,Tamulpur,26.06165,89.62467,2
Assam,Tamulpur,24.1184,93.20613,1
Assam,Tamulpur,27.49843,89.88782,2
Assam,Tamulpur,28.00403,89.93695,2
Assam,Tamulpur,24.82716,92.88593,4
Assam,Tamulpur,24.86121,95.43076,1
Assam,Tamulpur,27.42058,94.90593,3
Assam,Tamulpur,25.22002,91.66394,4
Assam,Tamulpur,25.83629,95.93066,1
Assam,Tamulpur,25.49903,91.30688,4
Assam,Tamulpur,24.64252,89.86219,4
Assam,Tamulpur,24.45704,93.35806,1
Assam,Tamulpur,27.89234,94.53534,3
Assam,Tamulpur,25.92294,93.39364,1
Assam,Tamulpur,25.40648,90.25101,4
Assam,Tamulpur,25.01554,91.70299,4
Assam,Tamulpur,24.5318,94.60192,1
Assam,Tamulpur,25.02767,92.08503,4
Assam,Tamulpur,26.18779,95.72693,1
Assam,Tamulpur,26.11631,94.83418,1
Assam,Tamulpur,27.84449,94.00001,3
Assam,Tamulpur,26.30087,94.60976,3
Assam,Tamulpur,24.59993,94.54776,1
Assam,Tamulpur,26.34985,92.02467,2
Assam,Tamulpur,26.62776,90.7143,2
Assam,Tamulpur,27.73696,93.90533,3
Assam,Tamulpur,24.82098,90.66218,4
Assam,Tamulpur,27.95755,90.40598,2
Assam,Tamulpur,27.51106,92.9456,3
Assam,Tamulpur,25.82345,95.55706,1
Assam,Tamulpur,26.07489,93.07622,1
Assam,Tamulpur,27.45966,92.41484,2
Assam,Tamulpur,27.19471,90.89335,2
Assam,Tamulpur,25.74105,94.2192,1
Assam,Tamulpur,26.71125,93.05565,3
Assam,Tamulpur,26.05004,94.26491,1
Assam,Tamulpur,27.78097,92.7943,3
Assam,Tamulpur,26.92975,94.95186,3
Assam,Tamulpur,26.23574,91.75799,2
Assam,Tamulpur,24.8957,94.78331,1
Assam,Tamulpur,27.66506,90.77368,2
Assam,Tamulpur,26.61171,89.79016,2
Assam,Tamulpur,24.8396,93.35641,1
Assam,Tamulpur,26.39516,93.04007,3
Assam,Tamulpur,25.79311,90.03651,4
Assam,Tamulpur,24.38891,90.94517,4
Assam,Tamulpur,26.33397,91.58382,2
Assam,Tamulpur,26.68614,94.07317,3
Assam,Tamulpur,28.04307,94.25429,3
Assam,Tamulpur,24.45133,92.66095,4
Assam,Tamulpur,24.12273,94.77562,1
Assam,Tamulpur,25.74826,89.97863,4
Assam,Tamulpur,27.46413,92.178,2
Assam,Tamulpur,24.75226,93.49364,1
Assam,Tamulpur,26.72293,93.77182,3
Assam,Tamulpur,25.09612,94.74944,1
Assam,Tamulpur,24.12331,91.8192,4
Assam,Tamulpur,27.67919,93.19145,3
Assam,Tamulpur,25.31407,91.02308,4
Assam,Tamulpur,26.36227,89.82387,2
Assam,Tamulpur,27.89412,95.48934,3
Assam,Tamulpur,26.06865,95.22212,1
Assam,Tamulpur,27.84575,95.57516,3
Assam,Tamulpur,27.99057,90.18327,2
Assam,Tamulpur,25.93138,93.38307,1
Assam,Tamulpur,24.14801,92.69486,4
Assam,Tamulpur,26.50111,89.64125,2
Assam,Tamulpur,25.44139,91.42407,4
Assam,Tamulpur,25.90272,93.33501,1
Assam,Tamulpur,28.12707,89.79262,2
Assam,Tamulpur,24.88627,94.93935,1
Assam,Tamulpur,28.29059,94.10289,3
Assam,Tamulpur,25.6432,93.11931,1
Assam,Tamulpur,27.96416,90.04267,2
Assam,Tamulpur,25.713,95.64205,1
Assam,Tamulpur,24.8978,95.03571,1
Assam,Tamulpur,27.74873,95.88079,3
Assam,Tamulpur,26.42046,92.32411,2
Assam,Tamulpur,27.18927,91.74682,2
Assam,Tamulpur,26.82431,95.96592,3
Assam,Tamulpur,27.74669,91.53296,2
Assam,Tamulpur,25.60045,89.62176,4
Assam,Tamulpur,24.17172,93.16588,1
Assam,Tamulpur,25.0991,95.41568,1
Assam,Tamulpur,27.90017,91.70816,2
Assam,Tamulpur,24.50548,90.5325,4
Assam,Tamulpur,24.86194,95.65982,1
Assam,Tamulpur,26.84849,92.51375,2
Assam,Tamulpur,26.45478,91.92161,2
Assam,Tamulpur,27.26801,91.36683,2
Assam,Tamulpur,27.48103,95.65223,3
Assam,Tamulpur,27.4541,93.58093,3
Assam,Tamulpur,26.62994,90.45875,2
Assam,Tamulpur,27.43388,95.25286,3
Assam,Tamulpur,27.9353,91.83776,2
Assam,Tamulpur,27.03992,91.15516,2
Assam,Tamulpur,27.8369,94.08525,3
Assam,Tamulpur,25.48532,93.74075,1
Assam,Tamulpur,25.46858,92.91291,1
Assam,Tamulpur,26.41897,93.4892,3
Assam,Tamulpur,25.77492,95.48918,1
Assam,Tamulpur,24.97901,90.95557,4
Assam,Tamulpur,26.09949,90.20516,2
Assam,Tamulpur,25.97052,92.28158,4
Assam,Tamulpur,24.55536,92.77686,4
Assam,Tamulpur,24.97743,95.65684,1
Assam,Tamulpur,27.53435,94.71064,3
Assam,Tamulpur,26.0647,95.7341,1
Assam,Tamulpur,25.10944,95.97913,1
Assam,Tamulpur,24.92891,92.33721,4
Assam,Tamulpur,25.05247,90.49875,4
Assam,Tamulpur,26.97053,95.39583,3
Assam,Tamulpur,24.1141,94.9358,1
Assam,Tamulpur,26.62134,91.82559,2
Assam,Tamulpur,27.40101,95.73623,3
Assam,Tamulpur,26.15806,95.94827,1
Assam,Tamulpur,25.88415,95.16083,1
Assam,Tamulpur,27.38439,94.29584,3
Assam,Tamulpur,26.74885,93.37407,3
Assam,Tamulpur,26.27884,95.25192,1
Assam,Tamulpur,26.14844,93.30636,3
Assam,Tamulpur,26.3386,93.00581,3
Assam,Tamulpur,28.28603,90.11399,2
Assam,Tamulpur,27.73406,91.31164,2
Assam,Tamulpur,28.01202,90.90606,2
Assam,Tamulpur,27.54496,92.17602,2
Assam,Tamulpur,27.14545,89.78371,2
Assam,Tamulpur,26.77323,93.92138,3
Assam,Tamulpur,25.00116,93.86709,1
Assam,Tamulpur,25.09517,95.45807,1
Assam,Tamulpur,27.24493,94.11458,3
Assam,Tamulpur,26.33809,90.50413,2
Assam,Tamulpur,27.8778,94.48654,3
Assam,Tamulpur,25.72266,89.62344,4
Assam,Tamulpur,26.50805,94.15394,3
Assam,Tamulpur,25.78986,95.42528,1
Assam,Tamulpur,27.87621,95.49164,3
Assam,Tamulpur,25.1053,93.51494,1
Assam,Tamulpur,25.80569,92.32558,4
Assam,Tamulpur,25.27615,93.18795,1
Assam,Tamulpur,27.15862,95.91553,3
Assam,Tamulpur,26.02812,90.98742,4
Assam,Tamulpur,26.83948,95.83215,3
Assam,Tamulpur,25.64494,93.68154,1
Assam,Tamulpur,25.15474,90.09052,4
Assam,Tamulpur,25.44285,93.15368,1
Assam,Tamulpur,24.93152,94.79232,1
Assam,Tamulpur,25.36039,93.76056,1
Assam,Tamulpur,26.26606,89.74997,2
Assam,Tamulpur,27.05599,90.22069,2
Assam,Tamulpur,26.41939,91.83215,2
Assam,Tamulpur,27.76998,92.49078,2
Assam,Tamulpur,24.30993,93.94235,1
Assam,Tamulpur,25.03396,91.41223,4
Assam,Tamulpur,25.2515,92.17569,4
Assam,Tamulpur,25.64639,94.27831,1
Assam,Tamulpur,24.14438,94.2979,1
Assam,Tamulpur,25.13239,91.92247,4
Assam,Tamulpur,28.25474,94.53035,3
Assam,Tamulpur,28.01566,95.19616,3
Assam,Tamulpur,27.61761,95.11559,3
Assam,Tamulpur,24.81449,91.01916,4
Assam,Tamulpur,24.67094,95.40278,1
Assam,Tamulpur,28.1499,93.61955,3
Assam,Tamulpur,25.5361,92.68907,4
Assam,Tamulpur,25.5597,94.16573,1
Assam,Tamulpur,27.27992,92.72969,3
Assam,Tamulpur,26.24097,94.93268,1
Assam,Tamulpur,24.6781,92.82253,4
Assam,Tamulpur,24.69423,94.08249,1
Assam,Tamulpur,26.30389,95.8551,1
Assam,Tamulpur,24.44481,92.62388,4
Assam,Tamulpur,26.67626,95.54093,3
Assam,Tamulpur,28.2683,90.04537,2
Assam,Tamulpur,28.11685,93.45879,3
Assam,Tamulpur,24.15922,93.85658,1
Assam,Tamulpur,27.687,94.54664,3
Assam,Tamulpur,24.45081,89.76853,4
Assam,Tamulpur,26.90255,94.78564,3
Assam,Tamulpur,26.3654,93.38889,3
Assam,Tamulpur,27.15844,89.95998,2
Assam,Tamulpur,27.46216,91.78692,2
Assam,Tamulpur,25.53951,92.49491,4
Assam,Tamulpur,28.13971,90.76858,2
Assam,Tamulpur,27.44394,89.72751,2
Assam,Tamulpur,25.48407,90.72517,4
Assam,Tamulpur,25.17771,90.95881,4
Assam,Tamulpur,24.76014,95.69389,1
Assam,Tamulpur,26.54188,90.64891,2
Assam,Tamulpur,26.96908,94.61949,3
Assam,Tamulpur,28.13246,94.96634,3
Assam,Tamulpur,24.44005,90.28741,4
Assam,Tamulpur,25.66544,93.28305,1
Assam,Tamulpur,27.1063,94.50619,3
Assam,Tamulpur,25.15973,95.75686,1
Assam,Tamulpur,24.64959,90.04787,4
Assam,Tamulpur,26.84564,93.02501,3
Assam,Tamulpur,24.72194,92.07014,4
Assam,Tamulpur,24.12892,92.95163,1
Assam,Tamulpur,25.50652,95.64404,1
Assam,Tamulpur,26.71596,94.5797,3
Assam,Tamulpur,25.33975,92.92621,1
Assam,Tamulpur,24.71853,90.71706,4
Assam,Tamulpur,26.25463,90.27227,2
Assam,Tamulpur,24.6906,93.03919,1
Assam,Tamulpur,26.76201,90.57351,2
Assam,Tamulpur,26.7814,90.08073,2
Assam,Tamulpur,26.79394,91.34074,2
Assam,Tamulpur,26.33359,90.75166,2
Assam,Tamulpur,26.39421,90.1062,2
Assam,Tamulpur,27.62938,95.17068,3
Assam,Tamulpur,25.43614,92.90919,1
Assam,Tamulpur,24.93379,92.01056,4
Assam,Tamulpur,26.58636,93.97142,3
Assam,Tamulpur,27.56388,95.77921,3
Assam,Tamulpur,25.70238,92.3736,4
Assam,Tamulpur,25.21033,91.41602,4
Assam,Tamulpur,28.22318,93.89667,3
Assam,Tamulpur,25.50457,93.63657,1
Assam,Tamulpur,24.93876,90.65991,4
Assam,Tamulpur,25.86634,94.13797,1
Assam,Tamulpur,27.02075,91.81344,2
Assam,Tamulpur,26.33419,91.76917,2
Assam,Tamulpur,25.53016,95.68389,1
Assam,Tamulpur,27.50119,94.98711,3
Assam,Tamulpur,26.00531,93.1801,1
Assam,Tamulpur,25.7052,91.72099,4
Assam,Tamulpur,25.64846,94.14879,1
Assam,Tamulpur,26.11389,90.75466,2
Assam,Tamulpur,26.51155,95.81372,3
Assam,Tamulpur,27.29248,95.8712,3
Assam,Tamulpur,24.31406,92.73746,4
Assam,Tamulpur,27.02231,95.54488,3
Assam,Tamulpur,26.91212,90.26286,2
Assam,Tamulpur,26.97005,90.60987,2
Assam,Tamulpur,24.22409,89.71156,4
Assam,Tamulpur,25.61953,90.29675,4
Assam,Tamulpur,28.07731,95.25084,3
Assam,Tamulpur,25.86209,93.58602,1
Assam,Tamulpur,25.92868,92.74474,4
Assam,Tamulpur,25.61884,92.11246,4
Assam,Tamulpur,26.34674,89.61795,2
Assam,Tamulpur,27.43435,89.60506,2
Assam,Tamulpur,26.66416,95.80179,3
Assam,Tamulpur,25.46749,89.99342,4
Assam,Tamulpur,27.22409,92.50809,2
Assam,Tamulpur,25.66315,95.44661,1
Assam,Tamulpur,27.17056,93.37679,3
Assam,Tamulpur,26.13881,94.34931,1
Assam,Tamulpur,25.11788,89.62226,4
Assam,Tamulpur,24.18217,92.98017,1
Assam,Tamulpur,26.09687,93.77813,1
Assam,Tamulpur,26.936,92.87251,3
Assam,Tamulpur,27.17665,90.71538,2
Assam,Tamulpur,28.29339,95.33108,3
Assam,Tamulpur,26.01676,91.01506,4
Assam,Tamulpur,26.98971,92.18847,2
Assam,Tamulpur,24.80885,94.78169,1
Assam,Tamulpur,27.68685,94.80315,3
Assam,Tamulpur,24.48375,93.08454,1
Assam,Tamulpur,24.57664,91.21655,4
Assam,Tamulpur,28.16306,94.64853,3
Assam,Tamulpur,26.91768,92.2929,2
Assam,Tamulpur,24.27178,93.51838,1
Assam,Tamulpur,27.13476,94.04892,3
Assam,Tamulpur,25.17696,94.76256,1
Assam,Tamulpur,25.8875,93.12305,1
Assam,Tamulpur,27.94229,90.32342,2
Assam,Tamulpur,25.72334,90.11324,4
Assam,Tamulpur,27.42699,93.07782,3
Assam,Tamulpur,26.4866,95.4542,3
Assam,Tamulpur,24.66157,91.16979,4
Assam,Tamulpur,27.05657,94.93263,3
Assam,Tamulpur,24.5403,89.73925,4
Assam,Tamulpur,25.01328,91.70697,4
Assam,Tamulpur,24.17848,92.95316,1
Assam,Tamulpur,26.44309,92.18434,2
Assam,Tamulpur,25.71974,92.19188,4
Assam,Tamulpur,26.26505,92.23459,4
Assam,Tamulpur,27.26115,91.89117,2
Assam,Tamulpur,24.32098,91.47657,4
Assam,Tamulpur,25.44753,95.42712,1
Assam,Tamulpur,27.81754,92.58059,2
Assam,Tamulpur,25.84966,90.43203,4
Assam,Tamulpur,26.22609,92.02636,4
Assam,Tamulpur,27.39416,95.99439,3
Assam,Tamulpur,25.30897,89.83562,4
Assam,Tamulpur,24.11056,90.88188,4
Assam,Tamulpur,27.44788,91.35853,2
Assam,Tamulpur,25.93136,91.53773,4
Assam,Tamulpur,24.80892,90.88286,4
Assam,Tamulpur,27.03614,93.4904,3
Assam,Tamulpur,26.38233,90.57585,2
Assam,Tamulpur,25.74807,94.6729,1
Assam,Tamulpur,26.95546,91.27829,2
Assam,Tamulpur,27.57662,90.93364,2
Assam,Tamulpur,25.39333,94.95447,1
Assam,Tamulpur,27.17192,91.22636,2
Assam,Tamulpur,25.26113,92.42789,4
Assam,Tamulpur,27.31636,93.87636,3
Assam,Tamulpur,26.44337,90.0365,2
Assam,Tamulpur,27.7036,89.67036,2
Assam,Tamulpur,25.37129,92.16141,4
Assam,Tamulpur,24.2894,95.05916,1
Assam,Tamulpur,28.0646,92.7725,3
Assam,Tamulpur,27.37855,91.9021,2
Assam,Tamulpur,26.91622,92.11017,2
Assam,Tamulpur,26.05854,90.75091,4
Assam,Tamulpur,25.86164,93.94449,1
Assam,Tamulpur,24.99816,93.42271,1
Assam,Tamulpur,27.69343,91.11329,2
Assam,Tamulpur,27.74661,94.34671,3
Assam,Tamulpur,25.91326,94.84944,1
Assam,Tamulpur,28.09506,93.55639,3
Assam,Tamulpur,24.8781,95.9837,1
Assam,Tamulpur,25.84832,95.50201,1
Assam,Tamulpur,28.13634,92.72259,3
Assam,Tamulpur,26.6165,90.74427,2
Assam,Tamulpur,27.3525,93.7073,3
Assam,Tamulpur,27.92319,93.43495,3
Assam,Tamulpur,24.82713,93.88214,1
Assam,Tamulpur,27.2932,94.11481,3
Assam,Tamulpur,24.24224,90.79914,4
Assam,Tamulpur,27.89461,94.57509,3
Assam,Tamulpur,26.19418,91.17915,2
Assam,Tamulpur,27.3847,92.1293,2
Assam,Tamulpur,24.23763,91.99441,4
Assam,Tamulpur,26.63535,93.36229,3
Assam,Tamulpur,26.89585,95.75935,3
Assam,Tamulpur,28.18813,93.953,3
Assam,Tamulpur,26.94619,91.22177,2
Assam,Tamulpur,27.87373,91.18949,2
Assam,Tamulpur,26.58359,92.96214,3
Assam,Tamulpur,27.77298,94.9676,3
Assam,Tamulpur,27.61558,92.66662,3
Assam,Tamulpur,25.58789,95.10192,1
Assam,Tamulpur,24.91504,95.46298,1
Assam,Tamulpur,27.40981,92.55884,2
Assam,Tamulpur,26.95281,92.44259,2
Assam,Tamulpur,26.97253,94.95439,3
Assam,Tamulpur,24.48162,89.97667,4
Assam,Tamulpur,26.3776,90.67435,2
Assam,Tamulpur,26.79924,91.19801,2
Assam,Tamulpur,25.81113,93.80013,1
Assam,Tamulpur,25.15937,92.01738,4
Assam,Tamulpur,24.26837,90.73353,4
Assam,Tamulpur,27.12621,93.46578,3
Assam,Tamulpur,25.70917,94.5334,1
Assam,Tamulpur,24.27465,93.34879,1
Assam,Tamulpur,25.30269,91.65972,4
Assam,Tamulpur,26.7015,95.5218,3
Assam,Tamulpur,25.72018,90.02363,4
Assam,Tamulpur,24.88799,93.11797,1
Assam,Tamulpur,25.96352,92.59923,4
Assam,Tamulpur,24.36025,90.31161,4
Assam,Tamulpur,25.74284,94.47631,1
Assam,Tamulpur,26.39233,89.88359,2
Assam,Tamulpur,26.35766,94.27612,3
Assam,Tamulpur,24.93548,95.00546,1
Assam,Tamulpur,25.22406,89.79477,4
Assam,Tamulpur,27.28107,91.09336,2
Assam,Tamulpur,24.40286,95.85114,1
Assam,Tamulpur,25.55133,93.75429,1
Assam,Tamulpur,24.57035,93.17426,1
Assam,Tamulpur,24.63691,94.27753,1
Assam,Tamulpur,24.2697,92.39281,4
Assam,Tamulpur,25.78089,93.84314,1
Assam,Tamulpur,24.2321,91.48426,4
Assam,Tamulpur,25.33368,90.21586,4
Assam,Tamulpur,25.65484,94.67296,1
Assam,Tamulpur,25.76438,92.07806,4
Assam,Tamulpur,25.72849,94.08904,1
Assam,Tamulpur,27.96879,95.74941,3
Assam,Tamulpur,25.54605,90.18888,4
Assam,Tamulpur,26.84903,90.64537,2
Assam,Tamulpur,26.08293,92.21775,4
Assam,Tamulpur,27.89603,94.97773,3
Assam,Tamulpur,26.35959,91.04285,2
Assam,Tamulpur,27.39608,91.70189,2
Assam,Tamulpur,24.12371,92.94762,1
Assam,Tamulpur,26.34485,95.19285,3
Assam,Tamulpur,25.6643,92.91216,1
Assam,Tamulpur,28.05826,90.63207,2
Assam,Tamulpur,25.74717,91.823,4
Assam,Tamulpur,25.20674,93.42715,1
Assam,Tamulpur,25.87377,90.20498,4
Assam,Tamulpur,24.77502,94.98241,1
Assam,Tamulpur,27.45891,92.84723,3
Assam,Tamulpur,25.10064,93.17734,1
Assam,Tamulpur,26.74023,95.76879,3
Assam,Tamulpur,24.57127,94.06359,1
Assam,Tamulpur,27.39556,90.06082,2
Assam,Tamulpur,25.02597,89.76914,4
Assam,Tamulpur,26.71321,95.31629,3
Assam,Tamulpur,26.80031,93.91364,3
Assam,Tamulpur,26.62328,95.45912,3
Assam,Tamulpur,28.11644,91.98333,2
Assam,Tamulpur,25.98123,93.63624,1
Assam,Tamulpur,24.17288,90.25188,4
Assam,Tamulpur,25.40382,92.12756,4
Assam,Tamulpur,25.87424,95.66737,1
Assam,Tamulpur,26.46913,94.74195,3
Assam,Tamulpur,24.33135,92.20426,4
Assam,Tamulpur,26.36051,90.11198,2
Assam,Tamulpur,28.03529,94.0464,3
Assam,Tamulpur,28.06499,89.92366,2
Assam,Tamulpur,25.22123,91.66327,4
Assam,Tamulpur,26.99359,95.69887,3
Assam,Tamulpur,24.62064,91.9947,4
Assam,Tamulpur,24.72561,95.08056,1
Assam,Tamulpur,24.95822,95.58088,1
Assam,Tamulpur,26.54741,93.01923,3
Assam,Tamulpur,24.39133,94.71809,1
Assam,Tamulpur,24.56319,94.09335,1
Assam,Tamulpur,27.32641,92.52531,2
Assam,Tamulpur,28.12998,90.86454,2
Assam,Tamulpur,27.5642,89.70588,2
Assam,Tamulpur,26.52378,92.68737,2
Assam,Tamulpur,28.10074,90.58323,2
Assam,Tamulpur,27.54163,93.68413,3
Assam,Tamulpur,27.72675,89.6823,2
Assam,Tamulpur,25.54195,95.79489,1
Assam,Tamulpur,26.85341,95.63422,3
Assam,Tamulpur,24.7281,93.73247,1
Assam,Tamulpur,28.09283,93.90256,3
Assam,Tamulpur,25.89267,93.63666,1
Assam,Tamulpur,28.1248,91.78196,2
Assam,Tamulpur,25.857,94.7705,1
Assam,Tamulpur,25.08321,93.79434,1
Assam,Tamulpur,26.08946,92.29984,4
Assam,Tamulpur,25.00819,94.76039,1
Assam,Tamulpur,27.17639,95.05784,3
Assam,Tamulpur,24.96817,93.66979,1
Assam,Tamulpur,26.45684,91.55254,2
Assam,Tamulpur,26.44438,91.80989,2
Assam,Tamulpur,25.33478,94.146,1
Assam,Tamulpur,24.39763,95.38923,1
Assam,Tamulpur,26.27393,91.12034,2
Assam,Tamulpur,27.42746,92.44904,2
Assam,Tamulpur,27.97863,94.29035,3
Assam,Tamulpur,24.31281,91.98058,4
Assam,Tamulpur,24.86081,90.57349,4
Assam,Tamulpur,25.01381,92.49116,4
Assam,Tamulpur,25.11215,90.04454,4
Assam,Tamulpur,24.2625,89.71809,4
Assam,Tamulpur,27.26648,92.72711,3
Assam,Tamulpur,28.21154,95.39218,3
Assam,Tamulpur,24.47535,93.29129,1
Assam,Tamulpur,27.043,89.73289,2
Assam,Tamulpur,27.24596,95.81542,3
Assam,Tamulpur,27.67891,93.27134,3
Assam,Tamulpur,24.53912,95.69325,1
Assam,Tamulpur,26.26094,91.74935,2
Assam,Tamulpur,25.12893,89.69361,4
Assam,Tamulpur,24.2912,90.76493,4
Assam,Tamulpur,26.63568,95.34917,3
Assam,Tamulpur,25.00972,92.32865,4
Assam,Tamulpur,26.32267,94.79327,3
Assam,Tamulpur,26.17373,89.9551,2
Assam,Tamulpur,26.84508,94.09554,3
Assam,Tamulpur,26.80116,93.8038,3
Assam,Tamulpur,26.80775,95.12289,3
Assam,Tamulpur,27.5771,91.07261,2
Assam,Tamulpur,25.93798,90.12135,4
Assam,Tamulpur,24.31375,92.85298,4
Assam,Tamulpur,28.17013,90.83108,2
Assam,Tamulpur,26.32164,90.23707,2
Assam,Tamulpur,26.16412,93.00679,3
Assam,Tamulpur,27.46813,93.77473,3
Assam,Tamulpur,27.58312,94.88075,3
Assam,Tamulpur,24.80125,90.49122,4
Assam,Tamulpur,26.75834,90.10422,2
Assam,Tamulpur,25.96965,91.29038,4
Assam,Tamulpur,26.57504,93.89329,3
Assam,Tamulpur,27.03954,93.26483,3
Assam,Tamulpur,24.49814,95.40148,1
Assam,Tamulpur,25.08714,91.69597,4
Assam,Tamulpur,27.96892,92.08444,2
Assam,Tamulpur,28.08917,90.13038,2
Assam,Tamulpur,25.45122,91.12167,4
Assam,Tamulpur,27.59019,93.91517,3
Assam,Tamulpur,24.96811,91.35576,4
Assam,Tamulpur,25.82594,95.72352,1
Assam,Tamulpur,25.72311,93.80876,1
Assam,Tamulpur,24.44883,93.22212,1
Assam,Tamulpur,26.65101,93.25739,3
Assam,Tamulpur,26.07153,91.19164,4
Assam,Tamulpur,27.50249,91.03879,2
Assam,Tamulpur,24.39593,91.96855,4
Assam,Tamulpur,24.24754,94.53201,1
Assam,Tamulpur,27.39793,89.66634,2
Assam,Tamulpur,25.65713,94.22902,1
Assam,Tamulpur,26.10261,94.52513,1
Assam,Tamulpur,25.26948,91.03435,4
Assam,Tamulpur,27.93316,90.07445,2
Assam,Tamulpur,24.5831,95.46765,1
Assam,Tamulpur,24.14475,90.9605,4
Assam,Tamulpur,25.01354,91.3417,4
Assam,Tamulpur,26.90239,89.97785,2
Assam,Tamulpur,25.66307,91.34367,4
Assam,Tamulpur,26.41718,89.74122,2
Assam,Tamulpur,25.31941,94.58738,1
Assam,Tamulpur,26.32615,91.24182,2
Assam,Tamulpur,25.09599,90.46983,4
Assam,Tamulpur,28.20834,92.92614,3
Assam,Tamulpur,25.26877,95.95443,1
Assam,Tamulpur,27.32813,95.2162,3
Assam,Tamulpur,27.08861,95.47899,3
Assam,Tamulpur,24.66452,91.79335,4
Assam,Tamulpur,26.47125,92.61867,2
Assam,Tamulpur,25.13249,91.32058,4
Assam,Tamulpur,25.2716,92.26179,4
Assam,Tamulpur,26.53608,93.85006,3
Assam,Tamulpur,26.4745,91.20443,2
Assam,Tamulpur,26.69636,90.86731,2
Assam,Tamulpur,25.78996,95.25663,1
Assam,Tamulpur,26.74564,94.9154,3
